Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-nnh1,counterbalance-yw81,randomiser-rl3q,counterbalance-oqb7,counterbalance-3hrr,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: stimuli,Spreadsheet: answer,Spreadsheet: condition,Spreadsheet: set,Spreadsheet: item,Spreadsheet: Freq,Spreadsheet: trial,Spreadsheet: block,Manipulation: Spreadsheet
579,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,129,trial,Screen 7,ru9xsg,3,response,unacceptable,805.4529999999795,800.7839999999851,805.4529999999795,805.4529999999795,800.7839999999851,805.4529999999795,1,805.4529999999795,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beştök.mp3,unacceptable,SynViol.Num,critical,beş tök,46,72,2,
580,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,130,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
581,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,130,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
582,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,130,trial,Screen 2,iz63v2,2,continue,,1053.4469999999856,1051.0289999999804,1053.4469999999856,1053.4469999999856,1051.0289999999804,1053.4469999999856,0,1053.4469999999856,0,0,,Audio Clip,Audio,1,object-44,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
583,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,130,trial,Screen 7,ru9xsg,3,response,acceptable,467.1239999999525,450.4409999999916,467.1239999999525,467.1239999999525,450.4409999999916,467.1239999999525,0,467.1239999999525,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçqapılar.mp3,unacceptable,SemViol,critical,üç qapılar,754,103,2,
584,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,131,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,damdw.mp3,unacceptable,GramHarm,critical,damdɯ,21,133,2,
585,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,131,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,damdw.mp3,unacceptable,GramHarm,critical,damdɯ,21,133,2,
586,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,131,trial,Screen 2,iz63v2,2,continue,,776.7550000000047,767.4180000000051,776.7550000000047,776.7550000000047,767.4180000000051,776.7550000000047,0,776.7550000000047,0,0,,Audio Clip,Audio,1,object-44,trial,damdw.mp3,unacceptable,GramHarm,critical,damdɯ,21,133,2,
587,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,131,trial,Screen 7,ru9xsg,3,response,acceptable,617.2709999999497,600.5879999999888,617.2709999999497,617.2709999999497,600.5879999999888,617.2709999999497,0,617.2709999999497,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,damdw.mp3,unacceptable,GramHarm,critical,damdɯ,21,133,2,
588,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,132,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçbilərzik.mp3,acceptable,Gramm.Num,critical,üç bilerzik,58,46,2,
589,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,132,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,üçbilərzik.mp3,acceptable,Gramm.Num,critical,üç bilerzik,58,46,2,
590,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,132,trial,Screen 2,iz63v2,2,continue,,1115.5270000000019,1101.0779999999795,1115.5270000000019,1115.5270000000019,1101.0779999999795,1115.5270000000019,0,1115.5270000000019,0,0,,Audio Clip,Audio,1,object-44,trial,üçbilərzik.mp3,acceptable,Gramm.Num,critical,üç bilerzik,58,46,2,
591,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,132,trial,Screen 7,ru9xsg,3,response,unacceptable,631.4490000000224,617.2710000000079,631.4490000000224,631.4490000000224,617.2710000000079,631.4490000000224,0,631.4490000000224,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçbilərzik.mp3,acceptable,Gramm.Num,critical,üç bilerzik,58,46,2,
592,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,133,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
593,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,133,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
594,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,133,trial,Screen 2,iz63v2,2,continue,,784.9560000000056,784.1010000000242,784.9560000000056,784.9560000000056,784.1010000000242,784.9560000000056,0,784.9560000000056,0,0,,Audio Clip,Audio,1,object-44,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
595,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,133,trial,Screen 7,ru9xsg,3,response,acceptable,89.85499999998137,83.41499999997905,89.85499999998137,89.85499999998137,83.41499999997905,89.85499999998137,0,89.85499999998137,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,gördy.mp3,unacceptable,GramHarm,critical,gördy,"2,852",136,2,
596,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,134,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,hürdy.mp3,unacceptable,GramHarm,critical,hürdy,11,144,2,
597,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,134,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,hürdy.mp3,unacceptable,GramHarm,critical,hürdy,11,144,2,
598,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,134,trial,Screen 2,iz63v2,2,continue,,829.2179999999935,817.4670000000042,829.2179999999935,829.2179999999935,817.4670000000042,829.2179999999935,0,829.2179999999935,0,0,,Audio Clip,Audio,1,object-44,trial,hürdy.mp3,unacceptable,GramHarm,critical,hürdy,11,144,2,
599,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,134,trial,Screen 7,ru9xsg,3,response,acceptable,68.75099999998929,66.73200000001816,68.75099999998929,68.75099999998929,66.73200000001816,68.75099999998929,0,68.75099999998929,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,hürdy.mp3,unacceptable,GramHarm,critical,hürdy,11,144,2,
600,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,135,trial,Screen 1,mm8vqg,1,continue,,567.2219999999506,567.2219999999506,567.2219999999506,567.2219999999506,567.2219999999506,567.2219999999506,1,567.2219999999506,0,0,,Fixation Timing,Fixation,1,object-17,trial,həftələr.mp3,acceptable,Gramm.Simple,critical,həftələr,294,16,2,
601,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,135,trial,Screen 2,iz63v2,2,info,audio started,16.682999999960884,0,16.682999999960884,16.682999999960884,0,16.682999999960884,0,16.682999999960884,0,0,,Audio Clip,Audio,1,object-44,trial,həftələr.mp3,acceptable,Gramm.Simple,critical,həftələr,294,16,2,
602,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,135,trial,Screen 2,iz63v2,2,continue,,900.8820000000414,884.1990000000224,900.8820000000414,900.8820000000414,884.1990000000224,900.8820000000414,0,900.8820000000414,0,0,,Audio Clip,Audio,1,object-44,trial,həftələr.mp3,acceptable,Gramm.Simple,critical,həftələr,294,16,2,
603,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,135,trial,Screen 7,ru9xsg,3,response,acceptable,115.59799999999814,100.09799999999814,115.59799999999814,115.59799999999814,100.09799999999814,115.59799999999814,1,115.59799999999814,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,həftələr.mp3,acceptable,Gramm.Simple,critical,həftələr,294,16,2,
604,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,136,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşüzük.mp3,acceptable,Gramm.Num,critical,beş üzük,397,30,2,
605,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,136,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,beşüzük.mp3,acceptable,Gramm.Num,critical,beş üzük,397,30,2,
606,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,136,trial,Screen 2,iz63v2,2,continue,,884.2779999999912,884.1989999999641,884.2779999999912,884.2779999999912,884.1989999999641,884.2779999999912,0,884.2779999999912,0,0,,Audio Clip,Audio,1,object-44,trial,beşüzük.mp3,acceptable,Gramm.Num,critical,beş üzük,397,30,2,
607,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,136,trial,Screen 7,ru9xsg,3,response,acceptable,494.079,483.8070000000298,494.079,494.079,483.8070000000298,494.079,1,494.079,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşüzük.mp3,acceptable,Gramm.Num,critical,beş üzük,397,30,2,
608,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,137,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,incidi.mp3,unacceptable,GramHarm,critical,incidi,28,143,2,
609,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,137,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,incidi.mp3,unacceptable,GramHarm,critical,incidi,28,143,2,
610,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,137,trial,Screen 2,iz63v2,2,continue,,828.0499999999884,817.4670000000042,828.0499999999884,828.0499999999884,817.4670000000042,828.0499999999884,0,828.0499999999884,0,0,,Audio Clip,Audio,1,object-44,trial,incidi.mp3,unacceptable,GramHarm,critical,incidi,28,143,2,
611,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,137,trial,Screen 7,ru9xsg,3,response,acceptable,318.58299999998417,316.9769999999553,318.58299999998417,318.58299999998417,316.9769999999553,318.58299999998417,0,318.58299999998417,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,incidi.mp3,unacceptable,GramHarm,critical,incidi,28,143,2,
612,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,138,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçyıxıl.mp3,unacceptable,SynViol.Num,critical,üç yıxıl,7,55,2,
613,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,138,trial,Screen 2,iz63v2,2,info,audio started,16.682999999960884,0,16.682999999960884,16.682999999960884,0,16.682999999960884,0,16.682999999960884,0,0,,Audio Clip,Audio,1,object-44,trial,üçyıxıl.mp3,unacceptable,SynViol.Num,critical,üç yıxıl,7,55,2,
614,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,138,trial,Screen 2,iz63v2,2,continue,,884.384,884.1990000000224,884.384,884.384,884.1990000000224,884.384,0,884.384,0,0,,Audio Clip,Audio,1,object-44,trial,üçyıxıl.mp3,unacceptable,SynViol.Num,critical,üç yıxıl,7,55,2,
615,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,138,trial,Screen 7,ru9xsg,3,response,unacceptable,444.1849999999977,433.7579999999725,444.1849999999977,444.1849999999977,433.7579999999725,444.1849999999977,1,444.1849999999977,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçyıxıl.mp3,unacceptable,SynViol.Num,critical,üç yıxıl,7,55,2,
616,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,139,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
617,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,139,trial,Screen 2,iz63v2,2,info,audio started,16.682999999960884,0,16.682999999960884,16.682999999960884,0,16.682999999960884,0,16.682999999960884,0,0,,Audio Clip,Audio,1,object-44,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
618,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,139,trial,Screen 2,iz63v2,2,continue,,876.2050000000163,867.5160000000033,876.2050000000163,876.2050000000163,867.5160000000033,876.2050000000163,0,876.2050000000163,0,0,,Audio Clip,Audio,1,object-44,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
619,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,139,trial,Screen 7,ru9xsg,3,response,acceptable,1081.689000000013,1067.7119999999995,1081.689000000013,1081.689000000013,1067.7119999999995,1081.689000000013,0,1081.689000000013,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçeşit.mp3,unacceptable,SynViol.Num,critical,üç eşit,111,52,2,
620,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,140,trial,Screen 1,mm8vqg,1,continue,,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,567.2220000000088,1,567.2220000000088,0,0,,Fixation Timing,Fixation,1,object-17,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
621,1.69908E+12,4/11/2023 5:29,1.69909E+12,3.5,4/11/2023 11:59,140886,2,task-p745,,32696635,BLIND,9677314,,complete,dneknt,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1280x800,1280x689,,,0,SAVANT Task,12,,,2,spreadsheet2,Spreadsheet1,spreadsheet1,140,trial,Screen 2,iz63v2,2,info,audio started,16.683000000019092,0,16.683000000019092,16.683000000019092,0,16.683000000019092,0,16.683000000019092,0,0,,Audio Clip,Audio,1,object-44,trial,günlər.mp3,acceptable,Gramm.Simple,critical,günlər,"6,354",24,2,
