Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-nnh1,counterbalance-yw81,randomiser-rl3q,counterbalance-oqb7,counterbalance-3hrr,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: stimuli,Spreadsheet: answer,Spreadsheet: condition,Spreadsheet: set,Spreadsheet: item,Spreadsheet: Freq,Spreadsheet: trial,Spreadsheet: block,Manipulation: Spreadsheet
677,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,154,trial,Screen 2,iz63v2,2,info,audio started,4.1529996185563505,0,4.1529996185563505,4.1529996185563505,0,4.1529996185563505,0,4.1529996185563505,0,0,,Audio Clip,Audio,1,object-44,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
678,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,154,trial,Screen 2,iz63v2,2,continue,,900.1630000000587,883.3000000000466,900.1630000000587,900.1630000000587,883.3000000000466,900.1630000000587,0,900.1630000000587,0,0,,Audio Clip,Audio,1,object-44,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
679,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,154,trial,Screen 7,ru9xsg,3,response,acceptable,609.0529999046121,599.9290000000037,609.0529999046121,609.0529999046121,599.9290000000037,609.0529999046121,1,609.0529999046121,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,üçquş.mp3,acceptable,Gramm.Num,critical,üç quş,"2,934",31,2,
680,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,155,trial,Screen 1,mm8vqg,1,continue,,566.586,566.586,566.586,566.586,566.586,566.586,1,566.586,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşdüş.mp3,unacceptable,SynViol.Num,critical,beş düş,227,69,2,
681,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,155,trial,Screen 2,iz63v2,2,info,audio started,4.337999618554022,0,4.337999618554022,4.337999618554022,0,4.337999618554022,0,4.337999618554022,0,0,,Audio Clip,Audio,1,object-44,trial,beşdüş.mp3,unacceptable,SynViol.Num,critical,beş düş,227,69,2,
682,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,155,trial,Screen 2,iz63v2,2,continue,,917.7379997139215,916.2150000000256,917.7379997139215,917.7379997139215,916.2150000000256,917.7379997139215,0,917.7379997139215,0,0,,Audio Clip,Audio,1,object-44,trial,beşdüş.mp3,unacceptable,SynViol.Num,critical,beş düş,227,69,2,
683,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,155,trial,Screen 7,ru9xsg,3,response,unacceptable,866.333,849.8119999999763,866.333,866.333,849.8119999999763,866.333,1,866.333,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşdüş.mp3,unacceptable,SynViol.Num,critical,beş düş,227,69,2,
684,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,156,trial,Screen 1,mm8vqg,1,continue,,566.875,566.875,566.875,566.875,566.875,566.875,1,566.875,0,0,,Fixation Timing,Fixation,1,object-17,trial,yetişlər.mp3,unacceptable,SynViol.Pl,critical,yetişler,n/a,86,2,
685,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,156,trial,Screen 2,iz63v2,2,info,audio started,5.135999904654454,0,5.135999904654454,5.135999904654454,0,5.135999904654454,0,5.135999904654454,0,0,,Audio Clip,Audio,1,object-44,trial,yetişlər.mp3,unacceptable,SynViol.Pl,critical,yetişler,n/a,86,2,
686,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,156,trial,Screen 2,iz63v2,2,response,acceptable,966.1359999046545,949.7290000000503,966.1359999046545,966.1359999046545,949.7290000000503,966.1359999046545,0,966.1359999046545,0,0,,Keyboard Response,Keyboard Response,4,object-124,trial,yetişlər.mp3,unacceptable,SynViol.Pl,critical,yetişler,n/a,86,2,
687,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,156,trial,Screen 7,ru9xsg,3,response,unacceptable,1460.7600000000093,1449.8660000000382,1460.7600000000093,1460.7600000000093,1449.8660000000382,1460.7600000000093,1,1460.7600000000093,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,yetişlər.mp3,unacceptable,SynViol.Pl,critical,yetişler,n/a,86,2,
688,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,157,trial,Screen 1,mm8vqg,1,continue,,566.7279999999446,566.7279999999446,566.7279999999446,566.7279999999446,566.7279999999446,566.7279999999446,1,566.7279999999446,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşdöşək.mp3,acceptable,Gramm.Num,critical,beş döşek,115,48,2,
689,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,157,trial,Screen 2,iz63v2,2,info,audio started,4.265999904659111,0,4.265999904659111,4.265999904659111,0,4.265999904659111,0,4.265999904659111,0,0,,Audio Clip,Audio,1,object-44,trial,beşdöşək.mp3,acceptable,Gramm.Num,critical,beş döşek,115,48,2,
690,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,157,trial,Screen 2,iz63v2,2,continue,,949.6100000000442,933.018,949.6100000000442,949.6100000000442,933.018,949.6100000000442,0,949.6100000000442,0,0,,Audio Clip,Audio,1,object-44,trial,beşdöşək.mp3,acceptable,Gramm.Num,critical,beş döşek,115,48,2,
691,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,157,trial,Screen 7,ru9xsg,3,response,acceptable,506.54799961851677,499.9639999999781,506.54799961851677,506.54799961851677,499.9639999999781,506.54799961851677,1,506.54799961851677,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşdöşək.mp3,acceptable,Gramm.Num,critical,beş döşek,115,48,2,
692,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,158,trial,Screen 1,mm8vqg,1,continue,,566.8379999999888,566.8379999999888,566.8379999999888,566.8379999999888,566.8379999999888,566.8379999999888,1,566.8379999999888,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
693,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,158,trial,Screen 2,iz63v2,2,info,audio started,5.745999618549831,0,5.745999618549831,5.745999618549831,0,5.745999618549831,0,5.745999618549831,0,0,,Audio Clip,Audio,1,object-44,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
694,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,158,trial,Screen 2,iz63v2,2,continue,,1083.7459996185498,1082.8770000000368,1083.7459996185498,1083.7459996185498,1082.8770000000368,1083.7459996185498,0,1083.7459996185498,0,0,,Audio Clip,Audio,1,object-44,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
695,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,158,trial,Screen 7,ru9xsg,3,response,acceptable,292.1689998092479,283.366,292.1689998092479,292.1689998092479,283.366,292.1689998092479,1,292.1689998092479,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötqarpız.mp3,acceptable,Gramm.Num,critical,dörd qarpız,462,38,2,
696,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,159,trial,Screen 1,mm8vqg,1,continue,,566.64,566.64,566.64,566.64,566.64,566.64,1,566.64,0,0,,Fixation Timing,Fixation,1,object-17,trial,öldy.mp3,unacceptable,GramHarm,critical,öldy,"1,145",124,2,
697,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,159,trial,Screen 2,iz63v2,2,info,audio started,3.262999713886529,0,3.262999713886529,3.262999713886529,0,3.262999713886529,0,3.262999713886529,0,0,,Audio Clip,Audio,1,object-44,trial,öldy.mp3,unacceptable,GramHarm,critical,öldy,"1,145",124,2,
698,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,159,trial,Screen 2,iz63v2,2,continue,,708.1629998,699.8839999999618,708.1629998,708.1629998,699.8839999999618,708.1629998,0,708.1629998,0,0,,Audio Clip,Audio,1,object-44,trial,öldy.mp3,unacceptable,GramHarm,critical,öldy,"1,145",124,2,
699,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,159,trial,Screen 7,ru9xsg,3,response,acceptable,208.3789997139247,200.22200000000885,208.3789997139247,208.3789997139247,200.22200000000885,208.3789997139247,0,208.3789997139247,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,öldy.mp3,unacceptable,GramHarm,critical,öldy,"1,145",124,2,
700,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,160,trial,Screen 1,mm8vqg,1,continue,,566.32,566.32,566.32,566.32,566.32,566.32,1,566.32,0,0,,Fixation Timing,Fixation,1,object-17,trial,itdi.mp3,unacceptable,GramHarm,critical,itdi,176,135,2,
701,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,160,trial,Screen 2,iz63v2,2,info,audio started,3.336999713908881,0,3.336999713908881,3.336999713908881,0,3.336999713908881,0,3.336999713908881,0,0,,Audio Clip,Audio,1,object-44,trial,itdi.mp3,unacceptable,GramHarm,critical,itdi,176,135,2,
702,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,160,trial,Screen 2,iz63v2,2,continue,,612.5370000000112,600.015,612.5370000000112,612.5370000000112,600.015,612.5370000000112,0,612.5370000000112,0,0,,Audio Clip,Audio,1,object-44,trial,itdi.mp3,unacceptable,GramHarm,critical,itdi,176,135,2,
703,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,160,trial,Screen 7,ru9xsg,3,response,acceptable,433.1219999046298,416.9309999999823,433.1219999046298,433.1219999046298,416.9309999999823,433.1219999046298,0,433.1219999046298,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,itdi.mp3,unacceptable,GramHarm,critical,itdi,176,135,2,
704,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,161,trial,Screen 1,mm8vqg,1,continue,,566.244,566.244,566.244,566.244,566.244,566.244,1,566.244,0,0,,Fixation Timing,Fixation,1,object-17,trial,çəkmələr.mp3,acceptable,Gramm.Simple,critical,çəkmələr,62,20,2,
705,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,161,trial,Screen 2,iz63v2,2,info,audio started,5.646999713906553,0,5.646999713906553,5.646999713906553,0,5.646999713906553,0,5.646999713906553,0,0,,Audio Clip,Audio,1,object-44,trial,çəkmələr.mp3,acceptable,Gramm.Simple,critical,çəkmələr,62,20,2,
706,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,161,trial,Screen 2,iz63v2,2,continue,,890.5469998,883.5669999999809,890.5469998,890.5469998,883.5669999999809,890.5469998,0,890.5469998,0,0,,Audio Clip,Audio,1,object-44,trial,çəkmələr.mp3,acceptable,Gramm.Simple,critical,çəkmələr,62,20,2,
707,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,161,trial,Screen 7,ru9xsg,3,response,acceptable,166.79500000010012,149.99500000005355,166.79500000010012,166.79500000010012,149.99500000005355,166.79500000010012,1,166.79500000010012,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,çəkmələr.mp3,acceptable,Gramm.Simple,critical,çəkmələr,62,20,2,
708,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,162,trial,Screen 1,mm8vqg,1,continue,,566.2579999999725,566.2579999999725,566.2579999999725,566.2579999999725,566.2579999999725,566.2579999999725,1,566.2579999999725,0,0,,Fixation Timing,Fixation,1,object-17,trial,qanadw.mp3,unacceptable,GramHarm,critical,qanadɯ,514,121,2,
709,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,162,trial,Screen 2,iz63v2,2,info,audio started,3.8269997138995677,0,3.8269997138995677,3.8269997138995677,0,3.8269997138995677,0,3.8269997138995677,0,0,,Audio Clip,Audio,1,object-44,trial,qanadw.mp3,unacceptable,GramHarm,critical,qanadɯ,514,121,2,
710,1.69697E+12,10/10/2023 21:12,1.69698E+12,3.5,11/10/2023 3:42,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,162,trial,Screen 2,iz63v2,2,continue,,745.0270000000019,733.5300000000279,745.0270000000019,745.0270000000019,733.5300000000279,745.0270000000019,0,745.0270000000019,0,0,,Audio Clip,Audio,1,object-44,trial,qanadw.mp3,unacceptable,GramHarm,critical,qanadɯ,514,121,2,
711,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,162,trial,Screen 7,ru9xsg,3,response,acceptable,998.2969997138716,983.0819999999949,998.2969997138716,998.2969997138716,983.0819999999949,998.2969997138716,0,998.2969997138716,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,qanadw.mp3,unacceptable,GramHarm,critical,qanadɯ,514,121,2,
712,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,163,trial,Screen 1,mm8vqg,1,continue,,566.7219999999506,566.7219999999506,566.7219999999506,566.7219999999506,566.7219999999506,566.7219999999506,1,566.7219999999506,0,0,,Fixation Timing,Fixation,1,object-17,trial,dötxalça.mp3,acceptable,FillerGram,filler,dört xalça,1888,191,2,
713,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,163,trial,Screen 2,iz63v2,2,info,audio started,3.892999809293542,0,3.892999809293542,3.892999809293542,0,3.892999809293542,0,3.892999809293542,0,0,,Audio Clip,Audio,1,object-44,trial,dötxalça.mp3,acceptable,FillerGram,filler,dört xalça,1888,191,2,
714,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,163,trial,Screen 2,iz63v2,2,continue,,1017.8929998092935,1016.1920000000391,1017.8929998092935,1017.8929998092935,1016.1920000000391,1017.8929998092935,0,1017.8929998092935,0,0,,Audio Clip,Audio,1,object-44,trial,dötxalça.mp3,acceptable,FillerGram,filler,dört xalça,1888,191,2,
715,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,163,trial,Screen 7,ru9xsg,3,response,unacceptable,1013.7009998092544,999.8069999999716,1013.7009998092544,1013.7009998092544,999.8069999999716,1013.7009998092544,0,1013.7009998092544,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,dötxalça.mp3,acceptable,FillerGram,filler,dört xalça,1888,191,2,
716,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,164,trial,Screen 1,mm8vqg,1,continue,,566.7530000000261,566.7530000000261,566.7530000000261,566.7530000000261,566.7530000000261,566.7530000000261,1,566.7530000000261,0,0,,Fixation Timing,Fixation,1,object-17,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
717,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,164,trial,Screen 2,iz63v2,2,info,audio started,4.0409999046241865,0,4.0409999046241865,4.0409999046241865,0,4.0409999046241865,0,4.0409999046241865,0,0,,Audio Clip,Audio,1,object-44,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
718,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,164,trial,Screen 2,iz63v2,2,continue,,883.4859999999753,866.6979999999749,883.4859999999753,883.4859999999753,866.6979999999749,883.4859999999753,0,883.4859999999753,0,0,,Audio Clip,Audio,1,object-44,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
719,1.69697E+12,10/10/2023 21:13,1.69698E+12,3.5,11/10/2023 3:43,140886,2,task-7vyf,,32153240,BLIND,9508509,,complete,pkpskb,,computer,Desktop or Laptop,Windows 10,Chrome 116.0.0.0,1280x720,1280x595,,,0,SAVANT Task,12,spreadsheet3,Spreadsheet1,1,,,spreadsheet1,164,trial,Screen 7,ru9xsg,3,response,unacceptable,1047.2430000000168,1033.3180000000284,1047.2430000000168,1047.2430000000168,1033.3180000000284,1047.2430000000168,1,1047.2430000000168,0,0,,Keyboard Response,Keyboard Response,3,object-121,trial,beşişlə.mp3,unacceptable,SynViol.Num,critical,beş işlə,"6,037",54,2,
